question,intent
"Though I achieve erection, I could not maintain it longer. Why?",general_info
Is it advisable to do mixed martial arts for osteoarthritis and sciatica?,general_info
Kindly tell me the ayurvedic medicine to cure hemorrhoids and constipation.,medication
What does the ECG for slow and fast heartbeats show?,general_info
What could be done to cure UTI causing difficulty in urination?,general_info
"Is nebulization advisable for a baby suffering from frequent cold, cough, and fever?",symptoms
The gestational age in scan is different from the weeks when calculated from my LMP. Why?,general_info
I have a pimple on my foreskin. Please help,general_info
Is it fine to eat carbohydrates within 40 minutes after taking a GH shot?,general_info
What does popping sensation while bending knee after a fall indicate?,general_info
I got pregnant recently after getting MMR shots. Please advise.,general_info
Is there a way to control fur allergy?,general_info
I have bloating after I eat and also constipation. Please advice.,general_info
What is the treatment option for Parkinson's disease other than Levodopa?,general_info
Can recurrent high fever in old people lead to any serious issue?,symptoms
Please suggest medicine for attention deficit disorder.,medication
What causes ankle swelling?,general_info
Can cleaning the teeth cause sensitivity to heat?,general_info
Which medicine can be used to treat ringworm infection?,medication
What is the treatment available for cramps in legs and hands?,general_info
Does excruciating back pain in a 37-week pregnant woman mean labor?,symptoms
Kindly tell me about the white areas in the tonsils.,general_info
Is there a way to protect broken tooth without filling?,general_info
Is it advisable to take Modafinil to enhance cognitive performance?,general_info
Is there any way to get periods earlier than the due date?,general_info
Is it necessary to get allergy testing done for perioral dermatitis?,general_info
What are the risk factors associated with doing root canal treatment in a child under general anesthesia?,general_info
Why do diabetics develop diabetic neuropathy?,general_info
Does poor posture cause irritation in the neck?,general_info
Is facial an effective treatment for anti-aging?,general_info
Is it possible to get bald spots with Doxycycline?,general_info
How can severe pain and bad taste after wisdom tooth removal be cured?,symptoms
Can antiepileptic drugs cause behavioral changes in my child?,medication
What could cause brown vaginal discharge?,general_info
What happens when something gets stuck in between teeth?,general_info
Kindly suggest management for lower back pain.,symptoms
What causes swelling of testes?,general_info
Why does I feel like I have pulled something while yawning?,general_info
How can I cure gas and hemorrhoids?,general_info
Why am I getting boils under my armpits?,general_info
Can I take 10 mg of Citalopram twice daily instead of 20 mg once daily?,medication
I got swollen and painful lump in my armpit post influenza vaccination. Why?,symptoms
Is it fine to get married to a person with same blood group?,general_info
When will I get my next period after taking Unwanted 72?,general_info
What can be done to stop getting repetitive thoughts?,general_info
Can orthodontic treatment be done without extracting teeth?,general_info
Is there any specific treatment available for MRSA?,general_info
Will I get any relief at all from this constant heartburn and all the other symptoms?,symptoms
Kindly tell me where and which emergency contraceptive pill is safe.,emergency
What treatment can be done for divergent squint eye?,general_info
What can be done for irregular heartbeat with chest and shoulder pain?,symptoms
Is it normal to have raised ESR in a patient with AIH?,general_info
How can I control anger and anxiety?,general_info
My 6-month-old baby gets diarrhea on taking new formula milk. Why does it happen?,general_info
Why am I behaving like a crazy person? Is it due to schizophrenia or Marijuana?,general_info
Both kidneys are hyperechoic in a fetal ultrasound. Why?,general_info
How can pulmonary regurgitation with dilated pulmonary artery be treated?,general_info
What is causing delay in periods?,general_info
Will composite dental bonding last for a long time?,general_info
Which medicine can be used to cure diarrhea in a baby?,medication
I have missed my periods after unprotected sex. Kindly advise.,general_info
Is it advisable to use E-cigarette to avoid future heart attacks?,emergency
How can I reduce my tension and prepare as per my schedule for exam?,general_info
How long should I wait to get pregnant after C-section?,general_info
"I feel low, tired, and dizzy with headache all the time. Why?",symptoms
Which medicine can be used to treat stye in a child?,medication
"Am I getting pain in arm, hip and knee due to low vitamin D level?",symptoms
How can I cure burning and itching in vagina with white discharge?,general_info
How can a dent in hard palate due to hot food be cured?,general_info
Is there a way to quit Zoloft without getting withdrawal symptoms?,symptoms
My wife has swollen gums with pain in wisdom tooth area. Please suggest solution.,symptoms
What causes lump below the jaw with pain while swallowing in a child?,symptoms
Kindly tell me whether my upper lateral incisors are normal or not.,general_info
What can be done to manage severe frequent headaches?,symptoms
Is it normal for a child to urinate frequently?,general_info
There is a dark brown bulging mole under my breast. Is it something serious?,general_info
I have been on my period with heavy flow and clots for three weeks. What to do?,general_info
Can a tooth with vertical fracture be saved?,general_info
When will the hyperactive airway disease in a child get cured?,general_info
